Title,Original_Title,Year,Released,Runtime,Genre,Director,Writer,Actors,Plot,imdbID,TMDb_ID,MovieLens_ID
Strictly Ballroom,Strictly Ballroom,1992,1992-08-20,94 min,"Comedy, Drama, Romance",Baz Luhrmann,"Baz Luhrmann, Craig Pearce","Paul Mercurio, Tara Morice, Bill Hunter, Pat Thomson, Gia Carides","Brave new steps put Scott's career in jeopardy. With a new partner and determination, can he still succeed?",tt0105488,10409,709
Better Off Dead...,Better Off Dead...,1985,1985-08-23,97 min,"Comedy, Romance",Savage Steve Holland,Savage Steve Holland,"John Cusack, David Ogden Stiers, Kim Darby, Demian Slade, Amanda Wyss","High school student Lane Meyer sinks into suicidal depression when his girlfriend dumps him for jock Roy Stalin, the high school ski racing champion. Meanwhile, he has to deal with his eccentric family, a tenacious paperboy and an obnoxious neighbor whose mother is hosting a beautiful French exchange student named Monique.",tt0088794,13667,710
The Substance of Fire,The Substance of Fire,1996,1996-09-11,102 min,Drama,Daniel J. Sullivan,"Jon Robin Baitz, Jon Robin Baitz","Tony Goldwyn, Timothy Hutton, Ron Rifkin, Sarah Jessica Parker, Lee Grant","Isaac Geldhart is a Holocaust survivor who, overcome by grief at the recent death of his wife, seems determined to run his publishing firm into the ground by printing books that have no hope of financial success. His son Aaron, who also works at the company, grows frustrated with Isaac's emotional decline and attempts to take over the firm. The resulting crisis involves Isaac's other two children, his daughter Sarah and his dying son Martin.",tt0117773,168535,711
Tin Men,Tin Men,1987,1987-03-06,112 min,"Comedy, Drama",Barry Levinson,Barry Levinson,"Richard Dreyfuss, Danny DeVito, Barbara Hershey, John Mahoney, Jackie Gayle",A minor car accident drives two rival aluminum-siding salesmen to the ridiculous extremes of man versus man in 1963 Baltimore.,tt0094155,10896,712
Othello,Othello,1995,1995-12-15,123 min,Drama,Oliver Parker,"William Shakespeare, Oliver Parker","Laurence Fishburne, Irène Jacob, Kenneth Branagh, Nathaniel Parker, Michael Maloney",The evil Iago pretends to be friend of Othello in order to manipulate him to serve his own end in the film version of this Shakespeare classic.,tt0114057,16420,713
Carrington,Carrington,1995,1995-05-25,121 min,"History, Drama, Romance",Christopher Hampton,"Michael Holroyd, Christopher Hampton","Emma Thompson, Jonathan Pryce, Steven Waddington, Samuel West, Rufus Sewell","Painter Dora Carrington develops an intimate but extremely complex bond with writer Lytton Strachey. Though Lytton is a homosexual, he is enchanted by the mysterious Dora and they begin a lifelong friendship that has strangely romantic undertones. Eventually, Lytton and Dora decide to live together, despite the fact that the latter has fallen in love with military man Ralph Partridge, whom she plans to marry.",tt0112637,47018,714
To Die For,To Die For,1995,1995-09-22,106 min,"Drama, Comedy, Crime",Gus Van Sant,"Buck Henry, Joyce Maynard","Nicole Kidman, Matt Dillon, Joaquin Phoenix, Casey Affleck, Illeana Douglas","Suzanne Stone wants to be a world-famous news anchor and she is willing to do anything to get what she wants. What she lacks in intelligence, she makes up for in cold determination and diabolical wiles. As she pursues her goal with relentless focus, she is forced to destroy anything and anyone that may stand in her way, regardless of the ultimate cost or means necessary.",tt0114681,577,715
Home for the Holidays,Home for the Holidays,1995,1995-11-02,103 min,"Comedy, Drama, Romance",Jodie Foster,"W.D. Richter, Chris Radant","Holly Hunter, Robert Downey Jr., Anne Bancroft, Charles Durning, Dylan McDermott","After losing her job, making out with her soon-to-be former boss, and finding out that her daughter plans to spend Thanksgiving with her boyfriend, Claudia Larson faces spending the holiday with her unhinged family.",tt0113321,9089,716
The Juror,The Juror,1996,1996-02-02,118 min,"Thriller, Crime, Drama",Brian Gibson,"George Dawes Green, Ted Tally","Demi Moore, Alec Baldwin, Joseph Gordon-Levitt, Anne Heche, James Gandolfini","With his gangster boss on trial for murder, a mob thug known as ""the Teacher"" tells Annie Laird she must talk her fellow jurors into a not-guilty verdict, implying that he'll kill her son Oliver if she fails. She manages to do this, but, when it becomes clear that the mobsters might want to silence her for good, she sends Oliver abroad and tries to gather evidence of the plot against her, setting up a final showdown.",tt0116731,9623,717
In the Bleak Midwinter,In the Bleak Midwinter,1995,1995-09-29,99 min,Comedy,Kenneth Branagh,Kenneth Branagh,"Michael Maloney, Richard Briers, Joan Collins, Nicholas Farrell, Julia Sawalha","Out of work actor Joe volunteers to help try and save his sister's local church for the community by putting on a Christmas production of Hamlet, somewhat against the advice of his agent Margaretta. As the cast he assembles are still available even at Christmas and are prepared to do it on a 'profit sharing' basis (that is, they may not get paid anything) he cannot expect - and does not get - the cream of the cream. But although they all bring their own problems and foibles along, something bigger starts to emerge in the perhaps aptly named village of Hope.",tt0113403,40154,718
First Knight,First Knight,1995,1995-07-07,134 min,"Action, Adventure, Drama, Romance",Jerry Zucker,"Lorne Cameron, David Hoselton, William Nicholson, William Nicholson","Sean Connery, Richard Gere, Julia Ormond, Ben Cross, Liam Cunningham","The timeless tale of King Arthur and the legend of Camelot are retold in this passionate period drama. Arthur is reluctant to hand the crown to Lancelot, and Guinevere is torn between her loyalty to her husband and her growing love for his rival. But Lancelot must balance his loyalty to the throne with the rewards of true love.",tt0113071,6520,720
Mallrats,Mallrats,1995,1995-10-20,94 min,"Romance, Comedy",Kevin Smith,Kevin Smith,"Jason Lee, Jeremy London, Shannen Doherty, Claire Forlani, Ben Affleck","Both dumped by their girlfriends, two best friends seek refuge in the local mall. Eventually, they decide to try and win back their significant others and take care of their respective nemeses.",tt0113749,2293,721
Nine Months,Nine Months,1995,1995-07-12,103 min,"Romance, Comedy",Chris Columbus,"Chris Columbus, Patrick Braoudé","Hugh Grant, Julianne Moore, Tom Arnold, Joan Cusack, Jeff Goldblum","When he finds out his longtime girlfriend is pregnant, a commitment-phobe realizes he might have to change his lifestyle for better or much, much worse.",tt0113986,11472,722
Boys on the Side,Boys on the Side,1995,1995-02-03,115 min,"Comedy, Drama",Herbert Ross,Don Roos,"Whoopi Goldberg, Mary-Louise Parker, Drew Barrymore, Matthew McConaughey, James Remar","After breaking up with her girlfriend, a nightclub singer, Jane, answers a personal ad from Robin, a real estate agent with AIDS, seeking a cross-country travel partner. On their journey from New York City to Los Angeles, the two stop by Pittsburgh to pick up Jane's friend Holly, who is trying to escape an abusive relationship. With three distinct personalities, the women must overcome their differences to help one another.",tt0112571,9382,723
Circle of Friends,Circle of Friends,1995,1995-04-07,103 min,"Drama, Romance",Pat O'Connor,"Maeve Binchy, Andrew Davies","Chris O'Donnell, Minnie Driver, Geraldine O'Rawe, Saffron Burrows, Alan Cumming","Three girlhood friends now at college share first loves, first kisses and first betrayals. At the center of it all is the best-looking boy on campus. Can a self-conscious dreamer hook the biggest fish in the pond?",tt0112679,22625,724
Exit to Eden,Exit to Eden,1994,1994-10-14,114 min,"Comedy, Crime, Thriller",Garry Marshall,"Bob Brunner, Deborah Amelon, Anne Rice","Dana Delany, Paul Mercurio, Rosie O'Donnell, Dan Aykroyd, Hector Elizondo","Photographer Elliot Slater has inadvertently snapped the only existing photos of elusive jewel thief Omar. When Elliot leaves for a private vacation on an S&M island, he is followed by Omar; Omar's partner, Nina; and police officers Fred and Sheila. Unaware of the number of people chasing him, Elliot enjoys his stay at the resort, and finds himself falling in love with head dominatrix Lisa.",tt0109758,18395,725
Fluke,Fluke,1995,1995-06-02,96 min,"Drama, Adventure, Family",Carlo Carlei,"Carlo Carlei, James Carrington, James Herbert","Matthew Modine, Nancy Travis, Eric Stoltz, Max Pomeranc, Ron Perlman","Workaholic Thomas Johnson dies in an auto accident and reincarnates as a dog. Remembering some of his previous being, he returns to his wife and son to protect them from the man who caused his accident. But, as time goes by, his memories return, and Thomas realizes he wasn't such a good husband and father.",tt0113089,21183,726
Immortal Beloved,Immortal Beloved,1994,1994-12-16,121 min,"Drama, Music, Romance",Bernard Rose,Bernard Rose,"Gary Oldman, Jeroen Krabbé, Isabella Rossellini, Johanna ter Steege, Marco Hofschneider","A chronicle of the life of infamous classical composer Ludwig van Beethoven and his painful struggle with hearing loss. Following Beethoven's death in 1827, his assistant, Schindler, searches for an elusive woman referred to in the composer's love letters as ""immortal beloved."" As Schindler solves the mystery, a series of flashbacks reveal Beethoven's transformation from passionate young man to troubled musical genius.",tt0110116,13701,727
Junior,Junior,1994,1994-11-22,109 min,"Comedy, Science Fiction",Ivan Reitman,"Kevin Wade, Chris Conrad","Arnold Schwarzenegger, Danny DeVito, Emma Thompson, Frank Langella, Pamela Reed","A research scientist becomes the world's first pregnant man in order to test a drug he and a colleague have designed for expectant women. To carry out the trial, he has an embryo implant, believing that he will only carry the baby for three months – hardly expecting to face the prospect of giving birth.",tt0110216,6280,728
Nell,Nell,1994,1994-12-23,112 min,"Drama, Thriller",Michael Apted,"William Nicholson, Mark Handley, Mark Handley","Jodie Foster, Liam Neeson, Natasha Richardson, Richard Libertini, Robin Mullins","In a remote woodland cabin, a small town doctor discovers Nell — a beautiful young hermit woman with many secrets.",tt0110638,1945,729
Queen Margot,La Reine Margot,1994,1994-05-13,138 min,"Drama, History, Romance",Patrice Chéreau,"Patrice Chéreau, Alexandre Dumas, Danièle Thompson, Patrice Chéreau, Danièle Thompson, Danièle Thompson","Isabelle Adjani, Daniel Auteuil, Jean-Hugues Anglade, Vincent Perez, Virna Lisi","Paris, Kingdom of France, August 18, 1572. To avoid the outbreak of a religious war, the Catholic princess Marguerite de Valois, sister of the feeble King Charles IX, marries the Huguenot King Henry III of Navarre.",tt0110963,10452,730
"Corrina, Corrina","Corrina, Corrina",1994,1994-08-12,115 min,"Comedy, Drama, Family, Romance",Jessie Nelson,Jessie Nelson,"Whoopi Goldberg, Ray Liotta, Tina Majorino, Joan Cusack, Larry Miller","When Manny Singer's wife dies, his young daughter Molly becomes mute and withdrawn. To help cope with looking after Molly, he hires sassy housekeeper Corrina Washington, who coaxes Molly out of her shell and shows father and daughter a whole new way of life. Manny and Corrina's friendship delights Molly and enrages the other townspeople.",tt0109484,10464,731
Dave,Dave,1993,1993-05-07,110 min,Comedy,Ivan Reitman,Gary Ross,"Kevin Kline, Sigourney Weaver, Frank Langella, Kevin Dunn, Ving Rhames",A sweet-natured Temp Agency operator and amateur Presidential look-alike is recruited by the Secret Service to become a temporary stand-in for the President of the United States.,tt0106673,11566,732
Go Fish,Go Fish,1994,1994-02-01,83 min,"Drama, Romance, Comedy",Rose Troche,"Rose Troche, Guinevere Turner","Guinevere Turner, V.S. Brodie, T. Wendy McMillan, Migdalia Melendez, Anastasia Sharp","Max is a trendy, pretty, young lesbian, who is having trouble finding love. A friend sets her up with Ely, whom Max likes, but Ely is frumpy, homely, and older. Nor do they have much in common. Can Max learn to look past the packaging?",tt0109913,18620,733
Made in America,Made in America,1993,1993-01-06,111 min,Comedy,Richard Benjamin,"Nadine Schiff, Marcia Brandwynne, Holly Goldberg Sloan","Whoopi Goldberg, Ted Danson, Will Smith, Nia Long, Paul Rodríguez","A young black woman discovers that her father was a sperm donor, and if that wasn't bad enough, he's white.",tt0107478,12121,734
Philadelphia,Philadelphia,1993,1993-12-22,126 min,Drama,Jonathan Demme,Ron Nyswaner,"Tom Hanks, Denzel Washington, Jason Robards, Mary Steenburgen, Antonio Banderas",Two competing lawyers join forces to sue a prestigious law firm for AIDS discrimination. As their unlikely friendship develops their courage overcomes the prejudice and corruption of their powerful adversaries.,tt0107818,9800,735
Shadowlands,Shadowlands,1993,1993-12-25,131 min,"Drama, Romance",Richard Attenborough,"William Nicholson, William Nicholson","Anthony Hopkins, Debra Winger, Edward Hardwicke, John Wood, Michael Denison","C.S. Lewis, a world-renowned writer and professor, leads a passionless life until he meets spirited poet Joy Gresham.",tt0108101,10445,736
